codiceIsil;denominazioni.ufficiale;ente;indirizzo.via-piazza;tipologia-amministrativa;tipologia-funzionale;accesso.portatori-handicap;accesso.riservato;Lat;Long;comune
IT-MI0354;Biblioteca di Ingegneria Nucleare del Dipartimento di Energia del Politecnico di Milano;Politecnico di Milano. Dipartimento di Energia;Via G. Ponzio 34/3;Universita' statali;Istituto di insegnamento superiore;;True;45,4785313;9,231967;Milano
IT-MI0355;Biblioteca del Centro studi educativi - CSE;Centro studi educativi - CSE;Via Sambuco 13;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;45,4531405;9,1816938;Milano
IT-MI0356;Biblioteca del Centro missionario del Pontificio istituto missioni estere - PIME;Pontificio istituto missioni estere - PIME;Via M. Bianchi 94;Enti ecclesiastici;Specializzata;;False;45,4756162;9,1450955;Milano
IT-MI0358;Biblioteca del Centro internazionale di studi e documentazione sulle Comunità europee - CISDCE;Centro internazionale di studi e documentazione sulle Comunità europee - CISDCE;Corso Magenta 61;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45,465687;9,1720894;Milano
IT-MI0359;Biblioteca del Centro elettrotecnico sperimentale italiano Giacinto Motta;Centro elettrotecnico sperimentale italiano Giacinto Motta spa;Via Rubattino 54;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;45,4768321;9,254025;Milano
IT-MI0362;Biblioteca del Centro Coscienza;Unione sviluppo valori morali;Corso Porta Nuova 16;NON SPECIFICATA;NON SPECIFICATA;;;45,4743176;9,191745;Milano
IT-MI0363;Biblioteca del Catalogo centrale delle biblioteche milanesi e lombarde;Comune di Milano. Catalogo centrale delle biblioteche milanesi e lombarde;Corso di Porta Vittoria 6;Comune;Specializzata;;False;45,4622646;9,1981965;Milano
IT-MI0365;Biblioteca dei Servi;Convento di Santa Maria dei Servi in San Carlo;Corso Matteotti, 14;Enti ecclesiastici;Specializzata;False;False;45,4668978;9,1956206;Milano
IT-MI0366;Biblioteca provinciale dei Carmelitani scalzi;Provincia Lombarda dell'Ordine dei Carmelitani Scalzi;Via A. Canova, 4;Enti ecclesiastici;Importante non specializzata;True;False;45,4747682;9,1689531;Milano
IT-MI0368;Biblioteca d'arte;Comune di Milano;Castello Sforzesco;Comune;Specializzata;;False;45,469601;9,18046;Milano
IT-MI0370;Biblioteca comunale rionale Calvairate;Comune di Milano;Via L. Ciceri Visconti 1;Comune;Importante non specializzata;;False;45,4548383;9,2208673;Milano
IT-MI0373;Biblioteca comunale;Comune di Misinto;Piazza P. Mosca 9;Comune;Pubblica;;False;45,6622283;9,0818296;Milano
IT-MI0375;Biblioteca capitolare del Duomo di Monza;Capitolo del Duomo di Monza;Via Canonica 4;Enti ecclesiastici;Specializzata;;True;45,583439;9,27577989999997;Milano
IT-MI0376;Biblioteca comunale Cederna;Comune di Monza;Via L. Zuccoli 16;Comune;Importante non specializzata;;False;45,5805104;9,3019048;Milano
IT-MI0377;Biblioteca civica centrale;Comune di Monza;Via P.R. Giuliani, 1;Comune;Pubblica;;False;45,58392;9,272432;Milano
IT-MI0378;Biblioteca italiana per ciechi Regina Margherita;Biblioteca italiana per ciechi Regina Margherita;Via G. Ferrari 5/a;Aziende ed amministrazioni dello stato ad ordinamento autonomo;Importante non specializzata;;False;45,582041;9,2898948;Milano
IT-MI0379;Biblioteca comunale;Comune di Morimondo;Piazza municipio 3;Comune;Pubblica;;False;45,3520577;8,9546494;Milano
IT-MI0380;Biblioteca comunale;Comune di Motta Visconti;Piazza S. Rocco 1;Comune;Pubblica;;False;45,2881075;8,9922022;Milano
IT-MI0382;Biblioteca comunale;Comune di Nosate;Via Ponte di Castano 2;Comune;Pubblica;;False;45,552417;8,7260896;Milano
IT-MI0383;Biblioteca comunale;Comune di Novate Milanese;Via Vittorio Veneto 18;Comune;Importante non specializzata;;False;45,5322846;9,1350382;Milano
IT-MI0384;Biblioteca comunale;Comune di Opera;Largo P. Nenni 2;Comune;Importante non specializzata;;False;45,3753141;9,2143891;Milano
IT-MI0391;Biblioteca comunale;Comune di Ossona;Piazza A. Moro 2;Comune;Pubblica;;False;45,504268;8,896874;Milano
IT-MI0392;Biblioteca comunale;Comune di Ozzero;Piazza Vittorio Veneto;Comune;Pubblica;;False;45,3656865;8,9243905;Milano
IT-MI0393;Biblioteca comunale;Comune di Paderno Dugnano;Via Valassina 1;Comune;Importante non specializzata;;False;45,5767659;9,1621643;Milano
IT-MI0394;Biblioteca comunale;Comune di Pantigliate;Viale Risorgimento 34;Comune;Importante non specializzata;;False;45,4351337;9,3517499;Milano
IT-MI0395;Biblioteca civica popolare;Comune di Parabiago;Via Brisa 1;Comune;Importante non specializzata;;False;45,5573593;8,9469081;Milano
IT-MI0396;Biblioteca comunale;Comune di Paullo;Piazza della Libertà 1;Comune;Importante non specializzata;;False;45,4323431;9,4299877;Milano
IT-MI0397;"Biblioteca comunale ""Francesco Tarchi""";Comune di Pessano con Bornago;Via Umberto I 3;Comune;Pubblica;True;False;45,545223;9,38930359999995;Milano
IT-MI0515;Biblioteca della Lusofarmaco;;Via Carnia 26;NON SPECIFICATA;NON SPECIFICATA;;;45,493953;9,2361639;Milano
IT-MI0516;Biblioteca della Sanofi-Synthelabo;Sanofi-Synthelabo spa;Via Piranesi 38;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;45,4607268;9,2312207;Milano
IT-MI0518;Biblioteca medica dell'Ospedale Niguarda Ca' Granda;Azienda ospedaliera Niguarda Ca' Granda;Piazza Ospedale Maggiore 3;Aziende ed amministrazioni dello stato ad ordinamento autonomo;Specializzata;;False;45,5091594;9,188855;Milano
IT-MI0519;Biblioteca del Laboratorio di biochimica dell'Ospedale Niguarda Cà Granda;;Piazza Ospedale Maggiore 3;NON SPECIFICATA;NON SPECIFICATA;;;45,5091594;9,188855;Milano
IT-MI0520;Biblioteca medico scientifica dell'Azienda ospedaliera Ospedale S. Carlo Borromeo;Azienda ospedaliera Ospedale S. Carlo Borromeo;Via Pio II 3;Aziende ed amministrazioni dello stato ad ordinamento autonomo;Specializzata;;False;45,4701971;9,1131098;Milano
IT-MI0521;Biblioteca dell'Azienda ospedaliera Ospedale Luigi Sacco;Azienda ospedaliera Ospedale Luigi Sacco;Via G.B. Grassi 74;Aziende ed amministrazioni dello stato ad ordinamento autonomo;Specializzata;;True;45,5156786;9,1223678;Milano
IT-MI0522;Biblioteca della Fondazione Luigi Villa. Centro studi di patologia molecolare applicata alla clinica;Ministero dell'istruzione, dell'università e della ricerca;Via Pace 9;Presidenza del consiglio dei ministri e ministeri;Specializzata;;True;45,4590409;9,2030264;Milano
IT-MI0524;Biblioteca dell'Archivio storico diocesano di Milano;Arcidiocesi di Milano;Via S. Calimero 13;Enti ecclesiastici;Specializzata;;False;45,4563466;9,1927488;Milano
IT-MI0525;Biblioteca della Federazione nazionale dell'industria chimica;;Via Fatebenefratelli 10;NON SPECIFICATA;NON SPECIFICATA;;;45,4731579;9,1897772;Milano
IT-MI0526;Biblioteca dell'Accademia internazionale della Tavola rotonda;;Via Zante 21;NON SPECIFICATA;NON SPECIFICATA;;;45,4583178;9,2478353;Milano
IT-MI0528;Centro documentazione integrata della Camera di commercio di Milano;Camera di commercio, industria, artigianato e agricoltura - CCIAA di Milano;Via Meravigli 9/b;Aziende ed amministrazioni dello stato ad ordinamento autonomo;Specializzata;;False;45,465806;9,1829511;Milano
IT-MI0529;Mediateca del Centro regionale per i servizi didattici e audiovisivi - CRSDA;Regione Lombardia. Direzione generale formazione, istruzione e lavoro. Struttura comunicazione e informazione;Via Cardano 10;Regione;Specializzata;;True;45,4853959;9,1977388;Milano
IT-MI0532;Centro bibliografico e di documentazione della Regione Lombardia;Regione Lombardia. Direzione Generale Cultura;Piazza Città di Lombardia 1 (ingresso Via M. Gioia, 37) ;Regione;Specializzata;True;False;45,4867638;9,19596430000001;Milano
IT-MI0533;Biblioteca del Civico museo navale didattico;Comune di Milano. Civico museo navale didattico;Via S. Vittore 21;NON SPECIFICATA;NON SPECIFICATA;;;45,4647059;9,1658102;Milano
IT-MI0534;Civica biblioteca archeologica e numismatica;Comune di Milano;Castello Sforzesco;Comune;Specializzata;;False;45,469601;9,18046;Milano
IT-MI0536;Biblioteca dell'Istituto di fisica del plasma Piero Caldirola del CNR;Consiglio nazionale delle ricerche - CNR. Istituto di fisica del plasma;Via R. Cozzi 53;Aziende ed amministrazioni dello stato ad ordinamento autonomo;Specializzata;;False;45,5094978;9,2108517;Milano
IT-MI0539;Biblioteca del Convento dei frati minori S. Angelo;Frati minori OFM. Convento S. Angelo di Milano;Piazza S. Angelo 2;Enti ecclesiastici;Specializzata;;True;45,4759032;9,1922652;Milano
IT-MI0540;Bibliothèque du Centre culturel français de Milan;Ambassade de France à Rome;Corso Magenta 63;Istituzioni straniere;Specializzata;;False;45,4656874;9,1716494;Milano
IT-MI0541;Biblioteca del Centro sociale ambrosiano - CSA;Centro sociale ambrosiano - CSA;Piazza Duomo 16;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45,4636923;9,1924186;Milano
IT-MI0543;Biblioteca del Centro milanese di studi antifascisti;;Via Carriera 14/16;NON SPECIFICATA;NON SPECIFICATA;;;45,4466448;9,1441526;Milano
IT-MI0544;Biblioteca del Centro studi economici e sociali - CESES;;Viale Bianca Maria 18;NON SPECIFICATA;NON SPECIFICATA;;;45,4653355;9,2063504;Milano
IT-MI0545;Biblioteca del Centro innovazione e sperimentazione educativa milanese - CISEM;Centro innovazione e sperimentazione educativa milanese - CISEM;Via Petrarca 20;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;True;False;45,4703317;9,1678365;Milano
IT-MI0549;Biblioteca Kolbe;Centro Kolbe di Milano;Viale Corsica 68;Accademie, associazioni, fondazioni, istituti (pubblici);Pubblica;;False;45,4620578;9,2322854;Milano
IT-MI0550;Biblioteca della Fondazione Centro S. Raffaele del Monte Tabor;Fondazione Centro S. Raffaele del Monte Tabor;Via Olgettina 58;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;45,507667;9,267409;Milano
IT-MI0551;Biblioteca popolare del Circolo culturale Carlo Perini;Circolo culturale Carlo Perini;Via Val Trompia 45/a;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45,5192341;9,1344469;Milano
IT-MI0552;Biblioteca del Libro parlato;Associazione del Libro parlato. Centro di Milano Romolo Monti;Via Boscovich 44;Accademie, associazioni, fondazioni, istituti (pubblici);Pubblica;;True;45,4799325;9,2077218;Milano
IT-MI0553;Biblioteca Psicostudio;;Via Bertacchi 5;NON SPECIFICATA;NON SPECIFICATA;;;45,4496502;9,180485;Milano
IT-MI0554;Biblioteca marinara Ugo Mursia;Comune di Milano;Via S. Andrea 6;Comune;Specializzata;;False;45,4685419;9,1959569;Milano
IT-MI0555;Biblioteca della Fondazione Centro di documentazione ebraica contemporanea - CDEC;Fondazione Centro di documentazione ebraica contemporanea - CDEC;Via Eupili 8;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45,4766679;9,1668057;Milano
IT-MI0556;Centro di informazione statistica - CIS;Istituto nazionale di statistica - ISTAT;Via Fieno 3;Aziende ed amministrazioni dello stato ad ordinamento autonomo;Specializzata;;False;45,4599611;9,1868668;Milano
IT-MI0557;Biblioteca dell'Ente nazionale italiano di unificazione;Ente nazionale italiano di unificazione;Via L. Battistotti Sassi 11/b;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;False;45,4628104;9,2277658;Milano
IT-MI0558;Biblioteca dell'Educandato statale Emanuela Setti Carraro Dalla Chiesa;Ministero dell'istruzione, dell'università e della ricerca;Via Passione 12;Presidenza del consiglio dei ministri e ministeri;Scolastica;;True;45,4651176;9,2027481;Milano
IT-MI0559;Biblioteca Isimbardi;Provincia di Milano;Via Vivaio 1;Provincia;Specializzata;True;False;45,46764;9,20447999999999;Milano
IT-MI0574;Biblioteca Centrale di Ingegneria del Politecnico di Milano;Politecnico di Milano;;Universita' statali;Istituto di insegnamento superiore;;True;45,4775146;9,2267609;Milano
IT-MI0575;Biblioteca del Centro di calcolo della Facoltà di ingegneria del Politecnico di Milano;Politecnico di Milano. Facoltà di ingegneria. Centro di calcolo;;Universita' statali;Istituto di insegnamento superiore;;True;45,4775146;9,2267609;Milano
IT-MI0576;Centro di cinematografia scientifica e comunicazione visiva - CSCV del Politecnico di Milano;Politecnico di Milano. Centro di cinematografia scientifica e comunicazione visiva - CSCV;;Universita' statali;Istituto di insegnamento superiore;;False;45,4775146;9,2267609;Milano
IT-MI0577;Servizio Tesi e Documentazione della Cartografia del Politecnico di Milano (TeDoc);Politecnico di Milano;;Universita' statali;Istituto di insegnamento superiore;;True;45,4792109;9,2271995;Milano
IT-MI0578;Biblioteca di Conservazione e storia dell'architettura - Dipartimento DiAP del Politecnico di Milano;Politecnico di Milano. Dipartimento di conservazione e storia dell'architettura - DCSA;;Universita' statali;Istituto di insegnamento superiore;;True;45,4792109;9,2271995;Milano
IT-MI0581;Biblioteca del Dipartimento di chimica industriale Giulio Natta sede Mancinelli del Politecnico di Milano;Politecnico di Milano. Dipartimento di chimica, materiali e ingegneria chimica Giulio Natta;Via Mancinelli 7;Universita' statali;Istituto di insegnamento superiore;;;45,4894738;9,2276115;Milano
IT-MI0582;Biblioteca del Dipartimento di chimica industriale Giulio Natta del Politecnico di Milano;Politecnico di Milano. Dipartimento di chimica, materiali e ingegneria chimica Giulio Natta;;Universita' statali;Istituto di insegnamento superiore;;False;45,4775146;9,2267609;Milano
IT-MI0583;Biblioteca di Elettronica e Informazione del Dipartimento di Elettronica, Informazione e Bioingegneria - DEIB del Politecnico di Milano;Politecnico di Milano. Dipartimento di Elettronica, Informazione e Bioingegneria (DEIB);;Universita' statali;Istituto di insegnamento superiore;;True;45,476762;9,2264274;Milano
IT-MI0584;Biblioteca di Elettrotecnica del Dipartimento di Elettronica, Informazione e Bioingegneria - DEIB del Politecnico di Milano;Dipartimento di Elettronica, Informazione e Bioingegneria (DEIB);;Universita' statali;Istituto di insegnamento superiore;;True;45,4775146;9,2267609;Milano
IT-MI0585;Biblioteca del Dipartimento di Energetica del Politecnico di Milano;Politecnico di Milano. Dipartimento di energetica;;Universita' statali;Istituto di insegnamento superiore;;False;45,4775146;9,2267609;Milano
IT-MI0586;Biblioteca del Dipartimento di Scienze e Tecnologie Aerospaziali - DAST del Politecnico di Milano;Politecnico di Milano - Dipartimento di Scienze e Tecnologie Aerospaziali;;Universita' statali;Istituto di insegnamento superiore;True;True;45,5006407;9,1548093;Milano
IT-MI0587;Biblioteca del Dipartimento di ingegneria dei sistemi edilizi e territoriali - DISET. Sezione disegno e restauro del Politecnico di Milano;Politecnico di Milano. Dipartimento di ingegneria dei sistemi edilizi e territoriali - DISET;;Universita' statali;Istituto di insegnamento superiore;;;45,4792109;9,2271995;Milano
IT-MI0588;Biblioteca del Dipartimento di ingegneria dei sistemi edilizi e territoriali - DISET. Sezione edilizia del Politecnico di Milano;Politecnico di Milano. Dipartimento di ingegneria dei sistemi edilizi e territoriali - DISET;;Universita' statali;Istituto di insegnamento superiore;;;45,479379;9,2283521;Milano
IT-MI0589;Biblioteca del Dipartimento di ingegneria dei sistemi edilizi e territoriali - DISET. Sezione di ingegneria urbanistica del Politecnico di Milano;Politecnico di Milano. Dipartimento di ingegneria dei sistemi edilizi e territoriali - DISET;;Universita' statali;Istituto di insegnamento superiore;;;45,4775146;9,2267609;Milano
IT-MI0590;Biblioteca del Dipartimento di ingegneria dei sistemi edilizi e territoriali - DISET. Sezione materie giuriudiche ed economiche del Politecnico di Milano;Politecnico di Milano. Dipartimento di ingegneria dei sistemi edilizi e territoriali - DISET;;Universita' statali;NON SPECIFICATA;;;45,4775146;9,2267609;Milano
IT-MI0591;Biblioteca di Ingegneria Strutturale del Dipartimento di Ingegneria Civile e Ambientale - DICA del Politecnico di Milano;Politecnico di Milano. Dipartimento di Ingegneria Civile e Ambientale (DICA);;Universita' statali;Istituto di insegnamento superiore;;True;45,4775146;9,2267609;Milano
IT-MI0593;Biblioteca del Dipartimento di Matematica del Politecnico di Milano;Politecnico di Milano. Dipartimento di matematica;;Universita' statali;Istituto di insegnamento superiore;;True;45,4792109;9,2271995;Milano
IT-MI0594;Biblioteca del Dipartimento di Meccanica del Politecnico di Milano;Politecnico di Milano. Dipartimento di meccanica;;Universita' statali;Istituto di insegnamento superiore;;False;45,5006407;9,1548093;Milano
IT-MI0595;Biblioteca del Dipartimento di Progettazione dell'Architettura del Politecnico di Milano;Politecnico di Milano. Dipartimento di progettazione dell'architettura;;Universita' statali;Istituto di insegnamento superiore;;True;45,4769333;9,2322851;Milano
IT-MI0596;Biblioteca del Dipartimento di programmazione, progettazione e produzione edilizia del Politecnico di Milano;Politecnico di Milano. Dipartimento di programmazione, progettazione e produzione edilizia;;Universita' statali;Istituto di insegnamento superiore;;;45,4792109;9,2271995;Milano
IT-MI0597;Biblioteca del Dipartimento di Architettura e Studi Urbani del Politecnico di Milano - DAStU;Politecnico di Milano. Dipartimento di Architettura e Studi Urbani;;Universita' statali;Istituto di insegnamento superiore;;;45,4792109;9,2271995;Milano
IT-MI0598;Biblioteca di Rilevamento del Dipartimento di Ingegneria Civile e Ambientale (DICA) del Politecnico di Milano;Politecnico di Milano. Dipartimento di Ingegneria Civile e Ambientale (DICA);;Universita' statali;Istituto di insegnamento superiore;;True;45,4775146;9,2267609;Milano
IT-MI0599;Biblioteca del Centro di studi sul commercio - CESCOM dell'Università commerciale Luigi Bocconi;Università commerciale Luigi Bocconi. Centro di studi sul commercio - CESCOM;Via Castelbarco 1;Universita' non statali;NON SPECIFICATA;;;45,4494538;9,1860316;Milano
IT-MI0600;Biblioteca dell'Istituto di diritto comparato Angelo Sraffa dell'Università commerciale Luigi Bocconi;Università commerciale Luigi Bocconi. Istituto di diritto comparato Angelo Sraffa;Via Gobbi 5;Universita' non statali;Istituto di insegnamento superiore;;;45,4485841;9,1891606;Milano
IT-MI0601;Biblioteca dell'Istituto di economia delle fonti di energia e dell'ambiente dell'Università commerciale Luigi Bocconi;Università commerciale Luigi Bocconi. Istituto di economia delle fonti di energia e dell'ambiente;Via Filippetti 9;Universita' non statali;Istituto di insegnamento superiore;;False;45,4521331;9,1983366;Milano
IT-MI0602;Biblioteca Archivio per la storia del movimento sociale cattolico in Italia dell'Università cattolica del Sacro Cuore;Università cattolica del Sacro Cuore. Archivio per la storia del movimento sociale cattolico in Italia;Largo Gemelli 1;Universita' non statali;Istituto di insegnamento superiore;;False;45,4630644;9,1769088;Milano
IT-MI0603;Biblioteca dell'Istituto superiore pareggiato di educazione fisica - ISEF dell'Università cattolica del Sacro Cuore;Università cattolica del Sacro Cuore. Istituto superiore pareggiato di educazione fisica - ISEF;Viale Suzzani;Universita' non statali;Istituto di insegnamento superiore;;;45,5158011;9,2034929;Milano
IT-MI0604;Biblioteca della Scuola superiore delle comunicazioni sociali - SSCS dell'Università cattolica del Sacro Cuore;Università cattolica del Sacro Cuore. Scuola superiore delle comunicazioni sociali - SSCS;Via S. Agnese 2;Universita' non statali;Istituto di insegnamento superiore;;;45,465345;9,1779516;Milano
IT-MI0605;Biblioteca del Dipartimento di ingegneria agraria, Sezione di idraulica agraria, dell'Università degli studi di Milano;Università degli studi di Milano. Facoltà di agraria. Istituto di idraulica agraria;Via Celoria 2;Universita' statali;Istituto di insegnamento superiore;;False;45,4768749;9,2268546;Milano
IT-MI0606;Biblioteca del Dipartimento di scienze molecolari agro-alimentari - DiSMA dell'Università degli studi di Milano;Università degli studi di Milano. Dipartimento di scienze molecolari agro-alimentari - DISMA;Via Celoria 2;Universita' statali;Istituto di insegnamento superiore;;False;45,4768749;9,2268546;Milano
IT-MI0607;Biblioteca del Dipartimento di scienze e tecnologie alimentari e microbiologiche - DiSTAM dell'Università degli studi di Milano;Università degli studi di Milano. Dipartimento di scienze e tecnologie alimentari e microbiologiche - DiSTAM;Via Celoria 2;Universita' statali;Istituto di insegnamento superiore;;False;45,4768749;9,2268546;Milano
IT-MI0608;Biblioteche del Dipartimento di produzione vegetale - DiProVe dell'Università degli studi di Milano;Università degli studi di Milano. Dipartimento di produzione vegetale - DiProVe;Via Celoria 2;Universita' statali;Istituto di insegnamento superiore;;True;45,4768749;9,2268546;Milano
IT-MI0609;Biblioteca del Dipartimento di economia e politica agraria, agro-alimentare e ambientale dell'Università degli studi di Milano;Università degli studi di Milano. Dipartimento di economia e politica agraria, agro-alimentare e ambientale;Via Celoria 2;Universita' statali;Istituto di insegnamento superiore;;False;45,4768749;9,2268546;Milano
IT-MI0610;Biblioteca dell'Istituto di chimica farmaceutica e tossicologica della Facoltà di farmacia dell'Università degli studi di Milano;Università degli studi di Milano. Facoltà di farmacia. Istituto di chimica farmaceutica e tossicologica;Viale Abruzzi 42;Universita' statali;Istituto di insegnamento superiore;;False;45,479285;9,2172627;Milano
IT-MI0611;Biblioteca dell'Istituto di chimica organica della Facoltà di farmacia dell'Università degli studi di Milano;Università degli studi di Milano. Facoltà di farmacia. Istituto di chimica organica;Via Venezian 21;Universita' statali;Istituto di insegnamento superiore;;False;45,4743314;9,2343043;Milano
IT-MI0612;Biblioteca del Dipartimento di endocrinologia, Fisiopatologia e Biologia applicata - Università degli studi di Milano;Università degli studi di Milano. Dipartimento di endocrinologia, Fisiopatologia e Biologia applicata;Via Balzaretti 9;Universita' statali;Istituto di insegnamento superiore;;False;45,4768347;9,221106;Milano
IT-MI0613;Biblioteca dell'Istituto di fisiologia generale e chimica biologica Giovanni Esposito della Facoltà di farmacia dell'Università degli studi di Milano;Università degli studi di Milano. Facoltà di farmacia. Istituto di fisiologia generale e chimica biologica Giovanni Esposito;Via Trentacoste 2;Universita' statali;Istituto di insegnamento superiore;;False;45,4727786;9,2420599;Milano
IT-MI0614;Biblioteca centrale di farmacia   dell'Università degli studi di Milano;Università degli studi di Milano. Facoltà di farmacia;Via G. Balzaretti 9;Universita' statali;Istituto di insegnamento superiore;;False;45,4768347;9,221106;Milano
IT-MI0615;Biblioteca del Dipartimento di biologia e genetica per le scienze mediche dell'Università degli studi di Milano;Università degli studi di Milano. Dipartimento di biologia e genetica per le scienze mediche;Via Viotti 3/5;Universita' statali;Istituto di insegnamento superiore;;False;45,4822009;9,237757;Milano
IT-MI0616;Biblioteca del Dipartimento di chimica, biochimica e biotecnologie per la medicina dell'Università degli studi di Milano;Università degli studi di Milano. Dipartimento di chimica, biochimica e biotecnologie per la medicina;Via Saldini 50;Universita' statali;Istituto di insegnamento superiore;;False;45,4738378;9,2273755;Milano
IT-MI0619;Biblioteca del Dipartimento di anestesiologia, terapia intensiva e scienze dermatologiche - Sezione di Anestesiologia e terapia intensiva - Università degli studi di Milano;Università degli studi di Milano. Dipartimento di anestesiologia, terapia intensiva e scienze dermatologiche - Sez. di Anestesiologia e rianimazione;Via F. Sforza 35;Universita' statali;Istituto di insegnamento superiore;;False;45,4591996;9,1950329;Milano
IT-MI0620;Biblioteca dell'Istituto di audiologia della Facoltà di medicina e chirurgia dell'Università degli studi di Milano;Università degli studi di Milano. Facoltà di medicina e chirurgia. Istituto di audiologia;Via F. Sforza 35;Universita' statali;Istituto di insegnamento superiore;;False;45,4591996;9,1950329;Milano
IT-MI0621;Biblioteca del Dipartimento di scienze cardiovascolari - Università degli studi di Milano;Università degli studi di Milano. Dipartimento di scienze cardiovascolari;Via C. Parea 4;Universita' statali;Istituto di insegnamento superiore;;False;45,4441383;9,2625786;Milano
IT-MI0622;Biblioteca dell'Istituto di chirurgia d'urgenza della Facoltà di medicina e chirurgia dell'Università degli studi di Milano;Università degli studi di Milano. Facoltà di medicina e chirurgia. Istituto di chirurgia d'urgenza;Via F. Sforza 35;Universita' statali;Istituto di insegnamento superiore;;True;45,4591996;9,1950329;Milano
IT-MI0623;Biblioteca dell'Istituto di chirurgia vascolare e angiologia della Facoltà di medicina e chirurgia dell'Università degli studi di Milano;Università degli studi di Milano. Facoltà di medicina e chirurgia. Istituto di chirurgia vascolare e angiologia;Via Commenda 12;Universita' statali;Istituto di insegnamento superiore;;False;45,4571889;9,1990829;Milano
