,codici-identificativi.isil,denominazioni.ufficiale,ente,indirizzo.coordinate,indirizzo.via-piazza,tipologia-amministrativa,tipologia-funzionale,accesso.portatori-handicap,accesso.riservato
13637,IT-RM1300,Biblioteca dell'Istituto per il trattamento dei minerali del Consiglio nazionale delle ricerche,Consiglio nazionale delle ricerche. Istituto per il trattamento dei minerali,"[41.9833893, 12.5079272]",Via Bolognola 7,Aziende ed amministrazioni dello stato ad ordinamento autonomo,Specializzata,,False
13638,IT-RM1301,Biblioteca del Instituto Cervantes,Instituto Cervantes,"[41.9141063, 12.5001334]",Via di Villa Albani 16,"Accademie, associazioni, fondazioni, istituti (pubblici)",Specializzata,,False
13639,IT-RM1302,Biblioteca dei Dipartimenti turismo e spettacolo della Presidenza del consiglio dei ministri,Presidenza del consiglio dei ministri. Dipartimento del turismo,"[41.8834404, 12.5027561]",Via delle Ferratelle in Laterano 51,Presidenza del consiglio dei ministri e ministeri,Specializzata,,False
13640,IT-RM1303,Biblioteca del Consiglio superiore della magistratura,Consiglio superiore della magistratura,"[41.904867, 12.502356]",Piazza Indipendenza 6,Organi costituzionali,Specializzata,,True
13641,IT-RM1304,Biblioteca dell'Istituto Teologico Don Orione,Piccola Opera della Divina Provvidenza,"[41.9334094, 12.4440981]","Via Massimi, 164",Enti ecclesiastici,Specializzata,True,False
13642,IT-RM1305,Biblioteca dell'American University,American University,"[41.8851531, 12.4621922]",Via P. Roselli 4,Istituzioni straniere,Specializzata,,False
13643,IT-RM1306,Biblioteca privata e Archivio Doria Pamphili,Archivio Doria Pamphili,"[41.921567, 12.499844]",Piazza Grazioli 5,NON SPECIFICATA,NON SPECIFICATA,,
13644,IT-RM1307,Biblioteca del Centro elettronico di documentazione della Corte di Cassazione,Corte suprema di cassazione,"[41.9049767, 12.4697336]",Piazza Cavour,Organi costituzionali,Specializzata,,True
13645,IT-RM1308,Biblioteca affari regionali della Presidenza del consiglio dei ministri,Presidenza del consiglio dei ministri. Dipartimento per la funzione pubblica e per gli affari regionali,"[41.9022013, 12.4838874]",Via della stamperia 8,Presidenza del consiglio dei ministri e ministeri,Specializzata,,False
13646,IT-RM1309,Biblioteca provinciale San Francesco a Ripa,Minoritica Provincia Romana dei Santi Apostoli Pietro e Paolo,"[41.8851045, 12.4729267]","Piazza S. Francesco d'Assisi, 88",Enti ecclesiastici,Importante non specializzata,False,False
13647,IT-RM1310,Biblioteca della Curia generalizia del fatebenefratelli,Fatebenefratelli. Curia generalizia,"[41.8892986, 12.4294372]",Via della Nocetta 263,Enti ecclesiastici,Specializzata,,True
13648,IT-RM1311,Biblioteca Centro di documentazione dell'Istituto nazionale confederale di assistenza,Confederazione generale italiana del lavoro. Istituto nazionale confederale di assistenza,"[41.919435, 12.4927516]",Via G. Paisiello 43,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Specializzata,,False
13649,IT-RM1312,Biblioteca degli Archivi delle arti applicate italiane del XX secolo,Associazione archivi delle arti applicate italiane del XX secolo,"[41.9229868, 12.4712447]",Via Flaminia 125,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Specializzata,,False
13650,IT-RM1313,Biblioteca Centro di documentazione dell'associazione italiana donne per lo sviluppo,Associazione italiana donne per lo sviluppo,"[41.8943757, 12.4738985]",Via dei Giubbonari 30,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Specializzata,,True
13651,IT-RM1314,Biblioteca dell'Ospedale S. Giovanni Calibita,Fatebenefratelli. Ospedale S. Giovanni Calibita,"[41.8904695, 12.4775345]",Isola Tiberina 39,Enti ecclesiastici,Specializzata,,True
13652,IT-RM1315,Biblioteca dell'Ente nazionale per la cellulosa e per la carta,Ente nazionale per la cellulosa e per la carta,"[41.9116926, 12.5080013]",Viale Regina Margherita 270,Aziende ed amministrazioni dello stato ad ordinamento autonomo,Specializzata,,False
13653,IT-RM1316,Biblioteca e Archivio musicale dell'Accademia nazionale di S. Cecilia,Accademia nazionale di Santa Cecilia,"[41.9297197, 12.4742523]",Largo Luciano Berio 3,"Accademie, associazioni, fondazioni, istituti (pubblici)",Specializzata,,False
13654,IT-RM1318,Biblioteca dei Laboratori chimici delle dogane e imposte dirette,,"[41.8954656, 12.4823243]",,NON SPECIFICATA,NON SPECIFICATA,,
13655,IT-RM1319,Biblioteca del Calasanctianum,,"[41.9339227, 12.4335085]","Via degli Scolopi, 31",NON SPECIFICATA,NON SPECIFICATA,,
13656,IT-RM1320,Biblioteca del Convento di S. Francesco,Frati minori OFM. Convento S. Francesco,"[41.9233445, 13.08711]",Piazza S. Francesco,Enti ecclesiastici,Specializzata,,True
13657,IT-RM1321,Biblioteca del Programma nazionale di ricerche in Antartide,Consorzio per l'attuazione del programma nazionale di ricerche in Antartide,"[42.0410375, 12.3063914]",Via Anguillarese 301,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Specializzata,True,False
13658,IT-RM1322,Biblioteca della Galleria comunale d'arte moderna,Comune di Roma - Istituzione Biblioteche di Roma,"[41.9040589, 12.4856929]",Via F. Crispi 24,Comune,Specializzata,,False
13659,IT-RM1323,Biblioteca dell'Ufficio studi e programmazione economica del Comune di Roma,Comune di Roma. Ufficio studi e programmazione economica,"[41.905973, 12.4598148]",Via Crescenzio 86/A,Comune,Specializzata,,False
13660,IT-RM1324,Biblioteca dell'Avvocatura del Comune di Roma,Comune di Roma - Istituzione Biblioteche di Roma,"[41.8920919, 12.482938]",Via del Tempio di Giove 21,Comune,Specializzata,,
13661,IT-RM1325,Biblioteca del Giardino zoologico,Comune di Roma - Istituzione Biblioteche di Roma,"[41.9171167, 12.4889455]",Viale del Giardino zoologico 20,Comune,Specializzata,,True
13662,IT-RM1326,Biblioteca dell'Ente italiano di servizio sociale,Ente italiano di servizio sociale,"[41.8569833, 12.4741936]",Viale Baldelli 41,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Pubblica,,False
13663,IT-RM1327,Biblioteca dell'Ufficio speciale interventi sul centro storico,Comune di Roma - Istituzione Biblioteche di Roma,"[41.9133848, 12.4829783]",Piazzale V. Hugo 8-10,Comune,Specializzata,,False
13664,IT-RM1328,Biblioteca della Casa di Goethe,Associazione tedesca degli istituti di cultura autonomi,"[41.9089768, 12.4770406]",Via del Corso 18,"Accademie, associazioni, fondazioni, istituti (pubblici)",Specializzata,,False
13665,IT-RM1329,Biblioteca del Centro internazionale degli amici di Newman,Comunità internazionale L'Opera,"[41.8985618, 12.4416281]",Via Aurelia 257,"Accademie, associazioni, fondazioni, istituti (pubblici)",Specializzata,,False
13666,IT-RM1330,Biblioteca Borrominiana,Trinitari. Comunità di S. Carlino,"[41.9003879, 12.4885004]",Via del Quirinale 23,Enti ecclesiastici,NON SPECIFICATA,,
13667,IT-RM1331,Biblioteca dello SPICS,,"[41.8682686, 12.4448634]",Via A. Severo 56,NON SPECIFICATA,Specializzata,,False
13668,IT-RM1332,Centro di documentazione del Centro di studi sulla cultura e l'immagine di Roma,Centro di studi sulla cultura e l'immagine di Roma,"[41.8933293, 12.4669222]",Via della Lungara 10,"Accademie, associazioni, fondazioni, istituti (pubblici)",Specializzata,,
13669,IT-RM1333,Biblioteca della Cappella dell'Università La Sapienza,,"[41.9018309, 12.511819]",Piazzale A. Moro 1,NON SPECIFICATA,Specializzata,,False
13670,IT-RM1334,Biblioteca dell'Istituto superiore delle poste e telecomunicazioni,,"[0.0, 0.0]",,NON SPECIFICATA,NON SPECIFICATA,,
13671,IT-RM1335,Biblioteca del Consorzio internazionale di astrofisica relativistica dell'Università degli studi di Roma La Sapienza,Università degli studi di Roma La Sapienza. Consorzio internazionale di astrofisica relativistica,"[41.9017582, 12.5120975]",Piazzale A. Moro 5,Universita' statali,Istituto di insegnamento superiore,,True
13672,IT-RM1336,Videoteca del Centro del Teatro Ateneo,Università degli studi di Roma La Sapienza. Centro del Teatro Ateneo,"[41.9017582, 12.5120975]",Piazzale A. Moro 5,Universita' statali,Istituto di insegnamento superiore,,False
13673,IT-RM1337,Biblioteca del Dipartimento di scienze dell'antichità dell'Università degli studi di Roma La Sapienza,Università degli studi di Roma La Sapienza. Dipartimento di scienzedell'antichità,"[41.9042279, 12.5050842]"," P.le Aldo Moro, 5",NON SPECIFICATA,NON SPECIFICATA,,
13674,IT-RM1338,"Biblioteca di Biologia e Biotecnologie ""Charles Darwin"" dell'Università degli studi di Roma La Sapienza- sede centrale Antropologia",Università degli studi di Roma La Sapienza. Dipartimento di Biologia e Biotecnologie Charles Darwin,"[41.9023261, 12.5160023]",Piazzale A. Moro 5,Universita' statali,Istituto di insegnamento superiore,False,False
