;codici-identificativi.isil;denominazioni.ufficiale;ente;indirizzo.via-piazza;tipologia-amministrativa;tipologia-funzionale;accesso.portatori-handicap;accesso.riservato;Lat;Long;comune
14191;IT-RO0059;Biblioteca del Museo civico A. E. Baruffaldi;;Piazza Vittorio Emanuele II;NON SPECIFICATA;NON SPECIFICATA;;;45.0944704;11.4915462;Rimini
14192;IT-RO0060;Biblioteca del Sodalizio vangadicense Eugenio e Angela Lina Balzan;;Via Pinzon;NON SPECIFICATA;NON SPECIFICATA;;;45.0986633;11.4886174;Rimini
14193;IT-RO0061;BIBLIOTECA COMUNALE DI CASTELNOVO BARIANO;COMUNE DI CASTELNUOVO BARIANO;PIAZZA MUNICIPALE, 21;Comune;Pubblica;True;False;45.0271205;11.2869958;Rimini
14194;IT-RO0063;BIBLIOTECA COMUNALE DI CORBOLA;Comune di Corbola;P.ZZA MARTIRI, 17;Comune;Pubblica;True;False;45.005826;12.076971;Rimini
14195;IT-RO0064;BIBLIOTECA COMUNALE DI POLESELLA;COMUNE DI POLESELLA;P.LE DE POPOLO, 37;Unione di Comuni;Pubblica;True;False;44.9624396;11.7553916;Santarcangelo di Romagna
14196;IT-RO0065;BIBLIOTECA COMUNALE DI PORTO TOLLE;Comune di Porto Tolle;VIA G. DI VITTORIO, 18 BIS;Comune;Pubblica;True;False;44.948066;12.3323515;Gemmano
14197;IT-RO0066;Biblioteca del Circolo culturale 2000;Circolo culturale 2000;Via don Sambo 5;Accademie, associazioni, fondazioni, istituti (pubblici);Pubblica;;False;45.0769839;12.2469914;Rimini
14198;IT-RO0067;Biblioteca del Centro di lettura S. Bortolo;Comune di Rovigo. Circoscrizione 5;Piazza S. Bartolomeo 17;Comune;Importante non specializzata;;False;45.0650825;11.7970843;Montefiore Conca
14199;IT-RO0069;BIBLIOTECA COMUNALE DI VILLAMARZANA;COMUNE DI VILLAMARZANA;PIAZZA MERCATO;Comune;Pubblica;False;;45.0140997;11.6936495;Rimini
14200;IT-RO0070;BIBLIOTECA COMUNALE DI SAN MARTINO DI VENEZZE;COMUNE DI SAN MARTINO DI VENEZZE;P.ZZA ALDO MORO, 1;Comune;Pubblica;True;False;45.1314944;11.8667908;Montescudo- Monte Colombo
14201;IT-RO0071;Biblioteca dell'Abbazia S. Maria del Pilastrello;Benedettini olivetani. Abbazia S. Maria del Pilastrello di Lendinara;Via Santuario del Pilastrello 35;Enti ecclesiastici;Specializzata;;True;45.0766292;11.5915231;Rimini
14202;IT-RO0072;Biblioteca dell'Archivio di Stato di Rovigo;Ministero dei beni e delle attività culturali e del turismo. Archivio di Stato di Rovigo;Via Sichirollo 9;Direzione generale Archivi;Specializzata;;True;45.0676352146112;11.790849109787;Rimini
14203;IT-RO0073;BIBLIOTECA COMUNALE DI VILLANOVA MARCHESANA;COMUNE DI VILLANOVA MARCHESANA;VIA ROMA, 20;Unione di Comuni;Pubblica;True;False;44.9932962;11.9657962;Verucchio
14204;IT-RO0074;Biblioteca del Collegio vescovile Angelo Custode;Collegio vescovile Angelo Custode di Rovigo;Via Sichirollo 82;Enti ecclesiastici;Importante non specializzata;;False;45.0660243;11.7918094;Sant'Agata Feltria
14205;IT-RO0075;Biblioteca del Conservatorio statale di musica Antonio Buzzolla;Ministero dell'istruzione, dell'università e della ricerca. Conservatorio statale di musica Antonio Buzzolla;Viale Maddalena 2;Presidenza del consiglio dei ministri e ministeri;Specializzata;;False;45.1348872;11.9910692;Montescudo- Monte Colombo
14206;IT-RO0076;Biblioteca del Museo archeologico nazionale di Adria;Ministero dei beni e delle attività culturali e del turismo. Polo museale del Veneto;Via G. Badini 59;Direzione generale Musei;Specializzata;;True;45.0490879723102;12.0549005429916;Misano Adriatico
14207;IT-RO0077;Archivio di Stato di Rovigo;;;NON SPECIFICATA;NON SPECIFICATA;;;45.0707365;11.7897964;Adria
14208;IT-RO0078;Biblioteca del Liceo ginnasio statale Celio;;Via Badaloni 2;NON SPECIFICATA;NON SPECIFICATA;;;45.0694424;11.7887759;Adria
14209;IT-RO0079;Biblioteca del Consorzio universitario di Rovigo;;Viale Porta Adige 45;NON SPECIFICATA;NON SPECIFICATA;;;45.0901838;11.7853856;Ariano nel Polesine
14210;IT-RO0080;BIBLIOTECA DEI RAGAZZI DI ADRIA;COMUNE DI ADRIA;VICOLO PRIGIONI, 7;Comune;Pubblica;False;False;45.054891;12.0569925;Arquà Polesine
14211;IT-RO0081;Biblioteca scolastica del Liceo scientifico Galilei;"Istituto di Istruzione Superiore-Liceo ""Bocchi-Galilei"" Adria";Viale Maddalena 24;Presidenza del consiglio dei ministri e ministeri;Scolastica;;False;45.0246755;12.0862421;Badia Polesine
14212;IT-RO0082;Biblioteca del Centro di documentazione Polesano;Centro Documentazione Polesano Onlus;Via San Rocco 32;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;False;45.0970079;11.4887953;Bagnolo di Po
14213;IT-RO0083;BIBLIOTECA COMUNALE DI PETTORAZZA GRIMANI;COMUNE DI PETTORAZZA GRIMANI;VIA ROMA 3;Comune;Pubblica;True;;45.1349217;11.9910826;Bergantino
14214;IT-RO0084;Biblioteca comunale A. Carlizzi;Comune di Rovigo;Via F. Corridoni 40;Comune;Pubblica;True;False;45.0685027;11.795585;Bosaro
14215;IT-RO0085;Biblioteca del Centro francescano di ascolto;Centro Francescano di Ascolto;Via Mure Soccorso 5;Accademie, associazioni, fondazioni, istituti, societa' (privati);Pubblica;;;45.0733191;11.7921084;Calto
14216;IT-RO0086;Biblioteca del Museo dei Grandi Fiumi;Museo dei Grandi Fiumi - Rovigo;Piazzale S. Bartolomeo 18;Comune;Specializzata;;True;45.0647822;11.7959521;Canaro
14217;IT-RO0087;Biblioteca scolastica del Liceo scientifico Paleocapa;Liceo scientifico Paleocapa - Rovigo ;Via de Gasperi 19;Presidenza del consiglio dei ministri e ministeri;Scolastica;;False;45.0809277;11.7961276;Canda
14218;IT-RO0088;Biblioteca scolastica dell'IPSSC Marco Polo;"Istituto Professionale di Stato per i Servizi Commerciali e Turistici ""Marco Polo"" di Rovigo ROV0MP";Via de Gasperi 17;Presidenza del consiglio dei ministri e ministeri;Scolastica;;False;45.0808669;11.7930433;Castelguglielmo
14219;IT-RO0089;Biblioteca scolastica dell'ITC De Amicis;Ministero dell'istruzione, dell'università e della ricerca;Via C. Parenzo 16;Presidenza del consiglio dei ministri e ministeri;Scolastica;;;45.0676156;11.7961077;Castelmassa
14220;IT-RO0090;MULTISPAZIO RAGAZZI SEZIONE RAGAZZI BIBLIOTECA ACCADEMIA DEI CONCORDI;ACCADEMIA DEI CONCORDI;P.ZZA GARIBALDI, 31;Accademie, associazioni, fondazioni, istituti, societa' (privati);Pubblica;True;False;45.0699327;11.790325;Ceneselli
14221;IT-RO0091;BIBLIOTECA COMUNALE PER RAGAZZI DI ARIANO NEL POLESINE BIBLIOTECA RAGAZZI;COMUNE DI ARIANO NEL POLESINE;VIA ROMA N° 1;Comune;Pubblica;True;False;44.9455986;12.1236115;Ceregnano
14222;IT-RO0092;Sistema Bibliotecario Provinciale di Rovigo;;;NON SPECIFICATA;NON SPECIFICATA;;;45.0707365;11.7897964;Porto Viro
14223;IT-RO0093;Biblioteca di giurisprudenza. Sezione di Rovigo del Consorzio Università di Rovigo (CUR) e Università degli studi di Ferrara;Consorzio Università di Rovigo (CUR) e Università degli studi di Ferrara;Viale G. Marconi, 2;Universita' statali;Istituto di insegnamento superiore;False;True;45.0766703;11.7825538;Costa di Rovigo
14224;IT-RO0094;Biblioteca Centro mariano Beata Vergine Addolorata;Suore Serve di Maria Riparatrici;via dei Cappuccini, 17;Enti ecclesiastici;Specializzata;True;False;45.0667452;11.7865743;Crespino
14225;IT-RO0137;Biblioteca dell'Unione Italiana Ciechi - UIC. Sezione di Rovigo  ;Unione italiana ciechi - UIC. Sezione di Rovigo;Via G. Pascoli 1/P;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;True;;45.0672856798855;11.7875250760574;Porto Viro
14226;IT-RO0138;Biblioteca dell'I.I.S. Polo Tecnico di Adria; Ministero dell'Istruzione, dell'Università e della Ricerca. Istituto istruzione superiore Polo tecnico di Adria;Via Dante 17;Presidenza del consiglio dei ministri e ministeri;Scolastica;;True;45.052013;12.06125;Ficarolo
14227;IT-RO0142;Biblioteca Civica;Comune di Rosolina;Via Marconi 24;Comune;Pubblica;;;45.0760549;12.246347;Fiesso Umbertiano
14228;IT-RO0143;Biblioteca scolastica del Liceo classico Carlo Bocchi;"Ministero dell'istruzione, dell'università e della ricerca. Istituto Superiore - Liceo ""Bocchi-Galilei""";Via Dante Alighieri 4;Presidenza del consiglio dei ministri e ministeri;Scolastica;;False;45.0516478410529;12.0593345085983;Frassinelle Polesine
14229;IT-SA0001;Biblioteca comunale Armando Di Matteo ;Comune di Altavilla Silentina;Via Municipio 48;Comune;Pubblica;;False;40.5288209;15.130733;Fratta Polesine
14230;IT-SA0002;Biblioteca comunale Pietro Scoppetta;Comune di Amalfi;Supportico S. Andrea 3;Comune;Pubblica;False;False;40.6366806;14.6021464;Gaiba
14231;IT-SA0003;Biblioteca della Fondazione museo della carta;;;NON SPECIFICATA;NON SPECIFICATA;;True;40.6339733;14.5859219;Gavello
14232;IT-SA0004;Biblioteca comunale Raffaele Capozzoli;Comune di Aquara;Corso Garibaldi 13;Comune;Pubblica;;False;40.4429017;15.2532968;Giacciano con Baruchella
14233;IT-SA0005;Biblioteca francescana del Convento SS. Trinità;Provincia Religiosa Salernitano-Lucana dell'Immacolata Concezione dei Frati Minori;Via Convento, 2;Enti ecclesiastici;Importante non specializzata;True;False;40.7495688;14.77547;Guarda Veneta
14234;IT-SA0006;Biblioteca comunale G. De Falco;Comune di Bracigliano;Piazza S. Giovanni Battista;Comune;Pubblica;;False;40.8238971;14.7090676;Lendinara
14235;IT-SA0008;Biblioteca comunale G. Zitarosa;Comune di Buccino;piazza Amendola, 1;Comune;Pubblica;;False;40.632752;15.37442;Lendinara
14236;IT-SA0009;Biblioteca comunale Mario Parascandolo;Comune di Buonabitacolo;p.zza Angelo Picinni - Leopardi;Comune;Pubblica;True;False;40.2723009;15.6212054;Loreo
14237;IT-SA0010;Biblioteca comunale;Comune di Calvanico;via Roma;Comune;NON SPECIFICATA;True;False;40.7762848;14.8292949;Lusia
14238;IT-SA0011;Biblioteca comunale;;Via G. d'Orsi;NON SPECIFICATA;NON SPECIFICATA;;;40.7744838;14.8260609;Melara
14239;IT-SA0012;Biblioteca vescovile e Archivio vescovile;Curia arcivescovile di Salerno - Campagna - Acerno;Via S. Girolamo;Enti ecclesiastici;Specializzata;;False;40.6569063;15.1492869;Occhiobello
14240;IT-SA0013;Biblioteca comunale;Comune di Caselle in Pittari;Viale Roma 24;Comune;Pubblica;;False;40.1726315;15.5434411;Papozze
14241;IT-SA0014;Biblioteca del Centro di lettura;Comune di Castelcivita;Via G. D'Annunzio;Comune;Pubblica;;False;40.4946799;15.2324189;Pincara
14242;IT-SA0020;Biblioteca comunale;Comune di Corleto Monforte;Piazza Municipio;Comune;Pubblica;;False;40.4365005;15.3811993;Pontecchio Polesine
14243;IT-SA0021;Biblioteca della Federazione delle biblioteche ebolitane Simone Augelluzzi;Federazione delle biblioteche ebolitane Simone Augelluzzi;Via Veneto 39-41;Accademie, associazioni, fondazioni, istituti (pubblici);Pubblica;;True;40.6171691;15.0595542;Rovigo
14244;IT-SA0022;Biblioteca del Convento S. Pietro alli Marmi;Convento S. Pietro alli Marmi;Via S. Pietro alli Marmi;NON SPECIFICATA;NON SPECIFICATA;;;40.6230397;15.0537919;Rovigo
14245;IT-SA0023;Biblioteca comunale;Comune di Furore;Via Mola 29;Comune;Pubblica;;False;40.6189526;14.5535161;Rovigo
14246;IT-SA0024;Biblioteca comunale;Comune di Giffoni Sei Casali;Via Botteghe;Comune;Pubblica;;False;40.718006;14.903408;Rovigo
14247;IT-SA0025;Biblioteca comunale Pasquale Di Stasi;Comune di Laureana Cilento;viale San Martino, 23;Comune;Pubblica;True;False;40.3001666;15.0493685;Rovigo
14248;IT-SA0026;Biblioteca comunale A. D'Antona;Comune di Laviano;Via Mazzini;Comune;Pubblica;;False;40.7849076;15.3051231;Rovigo
14249;IT-SA0027;Biblioteca del Centro di lettura;Comune di Laviano;Località Campopiano;NON SPECIFICATA;NON SPECIFICATA;;;40.787037;15.3106481;Salara
14250;IT-SA0029;Biblioteca dell'Accademia di Paestum;Accademia di Paestum;Via Trieste 9;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;True;40.7841096;14.7548533;San Bellino
14251;IT-SA0030;Biblioteca Manzi;;;NON SPECIFICATA;NON SPECIFICATA;;;40.7802953;14.7404269;Stienta
14252;IT-SA0031;Biblioteca S. Alfonso de Liguori dei Missionari redentoristi;Ente Provincia Napoletana Congregazione SS. Redentore;Piazza S. Alfonso;Enti ecclesiastici;Importante non specializzata;False;False;40.8061646;14.7299175;Taglio di Po
14253;IT-SA0032;Biblioteca comunale;Comune di Moio della Civitella;Via Municipio 1;Comune;Pubblica;;False;40.246664;15.2689782;Trecenta
14254;IT-SA0033;Biblioteca comunale;Comune di Montano Antilia;Via F. Bovio;Comune;Pubblica;;False;40.163193;15.3698078;Villadose
14255;IT-SA0034;Biblioteca comunale;Comune di Montecorice;Via provinciale;Comune;Pubblica;;False;40.2340724;15.0034849;Villanova del Ghebbo
14256;IT-SA0035;Biblioteca comunale;Comune di Montesano sulla Marcellana;Piazza Vittorio Emanuele III;Comune;Pubblica;;False;40.2764576;15.7022923;Adria
14257;IT-SA0037;Biblioteca S. Antonio dottore;Frati minori Conventuali di Napoli;Piazza S. Antonio;Enti ecclesiastici;Specializzata;True;False;40.7472308;14.6456783;Badia Polesine
14258;IT-SA0038;Biblioteca conventuale S. Maria Materdomini;Frati minori OFM. Convento S. Maria Materdomini di Nocera Superiore;Piazza Materdomini;Enti ecclesiastici;Specializzata;;False;40.752356;14.686325;Badia Polesine
14259;IT-SA0039;Biblioteca del Convento francescano S. Maria degli Angeli;Provincia Religiosa Salernitano-Lucana dell'Immacolata Concezione dei Frati Minori;Via Grotti - Campo 6;Enti ecclesiastici;Importante non specializzata;True;False;40.7340683;14.6762738;Castelnovo Bariano
14260;IT-SA0040;Biblioteca della Certosa di San Lorenzo;Ministero dei beni e delle attività culturali e del turismo. Polo museale della Campania;Viale Certosa, 1;Direzione generale Musei;Specializzata;False;False;40.3355871;15.6522153;Corbola
14261;IT-SA0041;Biblioteca comunale Raffaele Romano;Comune di Padula;Piazza Trieste e Trento 1;Comune;Pubblica;;False;40.3398257;15.652983;Polesella
14262;IT-SA0042;Biblioteca S. Alfonso de' Liguori;Ente Provincia Napoletana Congregazione SS. Redentore;Piazza S. Alfonso, 1;Enti ecclesiastici;Specializzata;True;False;40.7419397;14.6145948999999;Porto Tolle
14263;IT-SA0043;Biblioteca delle Oblate Benedettine di S. Scolastica;Oblate Benedettine di S. Scolastica. Comunità di Petina;Via Giardinetti 6;Enti ecclesiastici;Pubblica;;False;40.5331268;15.3743964;Rosolina
14264;IT-SA0044;Biblioteca S. Antonio;Frati minori OFM. Convento S. Antonio di Polla;Viale S. Antonio;Enti ecclesiastici;Specializzata;;False;40.5105871;15.4898601;Rovigo
14265;IT-SA0045;Biblioteca comunale don Lorenzo Milani;Comune di Polla;Via Campo la Scala;Comune;Pubblica;True;False;40.5017104;15.488828;Villamarzana
14266;IT-SA0047;Biblioteca civica Vittorio Bachelet;Comune di Prignano Cilento;Corso Umberto I;Comune;Pubblica;;False;40.3326934;15.0673495;San Martino di Venezze
14267;IT-SA0048;Biblioteca S. Francesco;Provincia di Napoli dell'Ordine dei Frati Minori Conventuali;Via S. Francesco, 13;Enti ecclesiastici;Importante non specializzata;False;False;40.6481582917205;14.6117842197418;Lendinara
14268;IT-SA0049;Biblioteca del Centro universitario europeo per i beni culturali;Centro universitario europeo per i beni culturali;Villa Rufolo - Piazza Duomo;Accademie, associazioni, fondazioni, istituti, societa' (privati);Importante non specializzata;True;False;40.6544855;14.6086234;Rovigo
